LC,DC,Y,M
AT,PL,2021,12
CZ,PL,2021,12
NO,PL,2021,12
EE,PL,2021,12
SK,PL,2021,12
BG,PL,2021,12
ES,PL,2021,12
BE,PL,2021,12
NL,PL,2021,12
LT,PL,2021,12
FI,PL,2021,12
GB,PL,2021,12
SE,PL,2021,12
SI,PL,2021,12
UA,PL,2021,12
IT,PL,2021,12
LV,PL,2021,12
GR,PL,2021,12
IS,PL,2021,12
TR,PL,2021,12
PT,PL,2021,12
CY,PL,2021,12
KZ,PL,2021,12
RU,PL,2021,12
BY,PL,2021,12
AZ,PL,2021,12
GE,PL,2021,12
AM,PL,2021,12
LU,PL,2021,12
