LC,DC,Y,M,D
PL,RU,2021,1,11
PL,SE,2021,1,23
PL,SI,2021,1,20
PL,SK,2021,1,34
PL,TR,2021,1,12
PL,UA,2021,1,10
PL,AL,2021,2,19
PL,AM,2021,2,0
PL,AT,2021,2,46
PL,AZ,2021,2,0
PL,BA,2021,2,47
PL,BE,2021,2,33
PL,BG,2021,2,26
PL,BY,2021,2,12
PL,CH,2021,2,34
PL,CY,2021,2,5
PL,CZ,2021,2,66
PL,DE,2021,2,76
PL,DK,2021,2,27
PL,EE,2021,2,13
PL,ES,2021,2,17
PL,FI,2021,2,16
PL,FR,2021,2,67
PL,GB,2021,2,72
PL,GE,2021,2,0
PL,GR,2021,2,13
PL,HR,2021,2,56
PL,HU,2021,2,57
PL,IE,2021,2,15
PL,IS,2021,2,5
PL,IT,2021,2,36
PL,KZ,2021,2,12
PL,LT,2021,2,16
PL,LU,2021,2,8
PL,LV,2021,2,12
PL,MC,2021,2,0
PL,MD,2021,2,15
PL,ME,2021,2,9
PL,MK,2021,2,13
PL,NL,2021,2,42
PL,NO,2021,2,19
PL,PT,2021,2,8
PL,RO,2021,2,35
PL,RS,2021,2,39
PL,RU,2021,2,20
PL,SE,2021,2,24
PL,SI,2021,2,25
PL,SK,2021,2,54
PL,TR,2021,2,24
PL,UA,2021,2,20
PL,AL,2021,3,21
PL,AM,2021,3,3
PL,AT,2021,3,49
PL,AZ,2021,3,0
PL,BA,2021,3,50
PL,BE,2021,3,27
PL,BG,2021,3,28
PL,BY,2021,3,6
PL,CH,2021,3,32
PL,CY,2021,3,3
PL,CZ,2021,3,61
PL,DE,2021,3,75
PL,DK,2021,3,25
PL,EE,2021,3,17
PL,ES,2021,3,16
PL,FI,2021,3,8
PL,FR,2021,3,62
PL,GB,2021,3,50
PL,GE,2021,3,3
PL,GR,2021,3,16
PL,HR,2021,3,50
PL,HU,2021,3,55
PL,IE,2021,3,22
PL,IS,2021,3,4
PL,IT,2021,3,25
PL,KZ,2021,3,8
PL,LT,2021,3,16
PL,LU,2021,3,5
PL,LV,2021,3,10
PL,MC,2021,3,0
PL,MD,2021,3,12
PL,ME,2021,3,13
PL,MK,2021,3,14
PL,NL,2021,3,36
PL,NO,2021,3,10
PL,PT,2021,3,4
PL,RO,2021,3,48
PL,RS,2021,3,42
PL,RU,2021,3,17
PL,SE,2021,3,21
PL,SI,2021,3,28
PL,SK,2021,3,46
PL,TR,2021,3,10
PL,UA,2021,3,14
PL,AL,2021,4,12
PL,AM,2021,4,0
PL,AT,2021,4,40
PL,AZ,2021,4,0
PL,BA,2021,4,34
PL,BE,2021,4,23
PL,BG,2021,4,19
PL,BY,2021,4,5
PL,CH,2021,4,32
PL,CY,2021,4,4
PL,CZ,2021,4,60
PL,DE,2021,4,74
PL,DK,2021,4,29
PL,EE,2021,4,23
PL,ES,2021,4,17
PL,FI,2021,4,14
PL,FR,2021,4,58
PL,GB,2021,4,36
PL,GE,2021,4,0
PL,GR,2021,4,11
PL,HR,2021,4,38
PL,HU,2021,4,49
PL,IE,2021,4,18
PL,IS,2021,4,8
PL,IT,2021,4,23
PL,KZ,2021,4,4
PL,LT,2021,4,30
PL,LU,2021,4,5
PL,LV,2021,4,17
PL,MC,2021,4,0
PL,MD,2021,4,15
PL,ME,2021,4,6
PL,MK,2021,4,7
PL,NL,2021,4,32
PL,NO,2021,4,13
PL,PT,2021,4,4
PL,RO,2021,4,46
PL,RS,2021,4,34
PL,RU,2021,4,13
PL,SE,2021,4,32
PL,SI,2021,4,25
PL,SK,2021,4,47
PL,TR,2021,4,5
PL,UA,2021,4,4
PL,AL,2021,5,10
PL,AM,2021,5,0
PL,AT,2021,5,39
PL,AZ,2021,5,2
PL,BA,2021,5,29
PL,BE,2021,5,28
PL,BG,2021,5,21
PL,BY,2021,5,5
PL,CH,2021,5,44
PL,CY,2021,5,2
PL,CZ,2021,5,65
PL,DE,2021,5,72
PL,DK,2021,5,28
PL,EE,2021,5,29
PL,ES,2021,5,19
PL,FI,2021,5,29
PL,FR,2021,5,59
PL,GB,2021,5,30
PL,GE,2021,5,0
PL,GR,2021,5,10
PL,HR,2021,5,46
PL,HU,2021,5,66
PL,IE,2021,5,35
PL,IS,2021,5,0
PL,IT,2021,5,31
PL,KZ,2021,5,4
PL,LT,2021,5,52
PL,LU,2021,5,5
PL,LV,2021,5,30
PL,MC,2021,5,0
PL,MD,2021,5,8
PL,ME,2021,5,12
PL,MK,2021,5,11
PL,NL,2021,5,35
PL,NO,2021,5,37
PL,PT,2021,5,7
PL,RO,2021,5,47
PL,RS,2021,5,43
PL,RU,2021,5,25
PL,SE,2021,5,54
PL,SI,2021,5,35
PL,SK,2021,5,65
PL,TR,2021,5,4
PL,UA,2021,5,14
PL,AL,2021,6,6
PL,AM,2021,6,0
PL,AT,2021,6,56
PL,AZ,2021,6,0
PL,BA,2021,6,41
PL,BE,2021,6,33
PL,BG,2021,6,12
PL,BY,2021,6,4
PL,CH,2021,6,45
PL,CY,2021,6,0
PL,CZ,2021,6,70
PL,DE,2021,6,78
PL,DK,2021,6,42
PL,EE,2021,6,40
PL,ES,2021,6,40
PL,FI,2021,6,52
PL,FR,2021,6,65
PL,GB,2021,6,38
PL,GE,2021,6,0
PL,GR,2021,6,11
PL,HR,2021,6,48
PL,HU,2021,6,70
PL,IE,2021,6,41
PL,IS,2021,6,16
PL,IT,2021,6,46
PL,KZ,2021,6,4
PL,LT,2021,6,61
PL,LU,2021,6,13
PL,LV,2021,6,45
PL,MC,2021,6,2
PL,MD,2021,6,27
PL,ME,2021,6,14
PL,MK,2021,6,18
PL,NL,2021,6,41
PL,NO,2021,6,33
PL,PT,2021,6,9
PL,RO,2021,6,46
PL,RS,2021,6,42
PL,RU,2021,6,15
PL,SE,2021,6,63
PL,SI,2021,6,37
PL,SK,2021,6,71
PL,TR,2021,6,0
PL,UA,2021,6,12
PL,AL,2021,7,10
PL,AM,2021,7,0
PL,AT,2021,7,63
PL,AZ,2021,7,0
PL,BA,2021,7,32
PL,BE,2021,7,46
PL,BG,2021,7,28
PL,BY,2021,7,12
PL,CH,2021,7,44
PL,CY,2021,7,0
PL,CZ,2021,7,76
PL,DE,2021,7,83
PL,DK,2021,7,35
PL,EE,2021,7,47
PL,ES,2021,7,46
PL,FI,2021,7,44
PL,FR,2021,7,70
PL,GB,2021,7,54
PL,GE,2021,7,0
PL,GR,2021,7,35
PL,HR,2021,7,52
PL,HU,2021,7,78
PL,IE,2021,7,34
PL,IS,2021,7,36
PL,IT,2021,7,47
PL,KZ,2021,7,4
PL,LT,2021,7,63
PL,LU,2021,7,14
PL,LV,2021,7,57
PL,MC,2021,7,0
PL,MD,2021,7,7
PL,ME,2021,7,11
PL,MK,2021,7,10
PL,NL,2021,7,51
PL,NO,2021,7,17
PL,PT,2021,7,15
PL,RO,2021,7,58
PL,RS,2021,7,48
PL,RU,2021,7,11
PL,SE,2021,7,50
PL,SI,2021,7,40
PL,SK,2021,7,73
PL,TR,2021,7,7
PL,UA,2021,7,14
AL,PL,2021,1,6
AM,PL,2021,1,84
AT,PL,2021,1,29
AZ,PL,2021,1,49
BA,PL,2021,1,5
BE,PL,2021,1,27
BG,PL,2021,1,35
BY,PL,2021,1,92
CH,PL,2021,1,8
CY,PL,2021,1,6
CZ,PL,2021,1,54
DE,PL,2021,1,28
DK,PL,2021,1,7
EE,PL,2021,1,15
ES,PL,2021,1,25
FI,PL,2021,1,19
FR,PL,2021,1,20
GB,PL,2021,1,22
GE,PL,2021,1,65
GR,PL,2021,1,42
HR,PL,2021,1,14
HU,PL,2021,1,14
IE,PL,2021,1,8
IT,PL,2021,1,30
KZ,PL,2021,1,72
LT,PL,2021,1,51
LU,PL,2021,1,21
LV,PL,2021,1,45
MD,PL,2021,1,3
ME,PL,2021,1,0
MK,PL,2021,1,0
NL,PL,2021,1,32
NO,PL,2021,1,27
PT,PL,2021,1,12
RO,PL,2021,1,22
RS,PL,2021,1,5
RU,PL,2021,1,95
SE,PL,2021,1,39
SI,PL,2021,1,46
SK,PL,2021,1,59
TR,PL,2021,1,65
UA,PL,2021,1,23
AL,PL,2021,2,5
AM,PL,2021,2,0
AT,PL,2021,2,25
AZ,PL,2021,2,40
BA,PL,2021,2,5
BE,PL,2021,2,13
BG,PL,2021,2,50
BY,PL,2021,2,72
CH,PL,2021,2,4
CY,PL,2021,2,5
CZ,PL,2021,2,45
DE,PL,2021,2,19
DK,PL,2021,2,5
EE,PL,2021,2,30
ES,PL,2021,2,29
FI,PL,2021,2,26
FR,PL,2021,2,8
GB,PL,2021,2,24
GE,PL,2021,2,0
GR,PL,2021,2,50
HR,PL,2021,2,13
HU,PL,2021,2,10
IE,PL,2021,2,15
IT,PL,2021,2,22
KZ,PL,2021,2,0
LT,PL,2021,2,68
LU,PL,2021,2,24
LV,PL,2021,2,74
MD,PL,2021,2,18
ME,PL,2021,2,12
MK,PL,2021,2,4
NL,PL,2021,2,17
NO,PL,2021,2,21
PT,PL,2021,2,22
RO,PL,2021,2,27
RS,PL,2021,2,8
RU,PL,2021,2,90
SE,PL,2021,2,38
SI,PL,2021,2,44
SK,PL,2021,2,56
TR,PL,2021,2,68
UA,PL,2021,2,29
AL,PL,2021,3,7
AM,PL,2021,3,0
AT,PL,2021,3,18
AZ,PL,2021,3,0
BA,PL,2021,3,6
BE,PL,2021,3,18
BG,PL,2021,3,49
BY,PL,2021,3,95
CH,PL,2021,3,8
CY,PL,2021,3,0
CZ,PL,2021,3,35
DE,PL,2021,3,20
DK,PL,2021,3,5
EE,PL,2021,3,45
ES,PL,2021,3,29
FI,PL,2021,3,28
FR,PL,2021,3,14
GB,PL,2021,3,14
GE,PL,2021,3,0
GR,PL,2021,3,49
HR,PL,2021,3,21
HU,PL,2021,3,4
IE,PL,2021,3,4
IT,PL,2021,3,39
KZ,PL,2021,3,0
LT,PL,2021,3,66
LU,PL,2021,3,19
LV,PL,2021,3,66
MD,PL,2021,3,52
ME,PL,2021,3,5
MK,PL,2021,3,2
NL,PL,2021,3,28
NO,PL,2021,3,17
PT,PL,2021,3,27
RO,PL,2021,3,17
RS,PL,2021,3,7
RU,PL,2021,3,91
SE,PL,2021,3,26
SI,PL,2021,3,58
SK,PL,2021,3,40
TR,PL,2021,3,61
UA,PL,2021,3,59
AL,PL,2021,4,52
AM,PL,2021,4,0
AT,PL,2021,4,28
AZ,PL,2021,4,94
BA,PL,2021,4,16
BE,PL,2021,4,29
BG,PL,2021,4,66
BY,PL,2021,4,47
CH,PL,2021,4,8
CY,PL,2021,4,8
CZ,PL,2021,4,49
DE,PL,2021,4,24
DK,PL,2021,4,6
EE,PL,2021,4,44
ES,PL,2021,4,33
FI,PL,2021,4,27
FR,PL,2021,4,23
GB,PL,2021,4,12
GE,PL,2021,4,0
GR,PL,2021,4,51
HR,PL,2021,4,30
HU,PL,2021,4,9
IE,PL,2021,4,0
IT,PL,2021,4,48
KZ,PL,2021,4,79
LT,PL,2021,4,51
LU,PL,2021,4,43
LV,PL,2021,4,65
MD,PL,2021,4,4
ME,PL,2021,4,13
MK,PL,2021,4,36
NL,PL,2021,4,39
NO,PL,2021,4,14
PT,PL,2021,4,23
RO,PL,2021,4,17
RS,PL,2021,4,14
RU,PL,2021,4,89
SE,PL,2021,4,17
SI,PL,2021,4,76
SK,PL,2021,4,37
TR,PL,2021,4,44
UA,PL,2021,4,45
AL,PL,2021,5,52
AM,PL,2021,5,0
AT,PL,2021,5,26
AZ,PL,2021,5,64
BA,PL,2021,5,21
BE,PL,2021,5,31
BG,PL,2021,5,80
BY,PL,2021,5,52
CH,PL,2021,5,7
CY,PL,2021,5,14
CZ,PL,2021,5,42
DE,PL,2021,5,31
DK,PL,2021,5,8
EE,PL,2021,5,32
ES,PL,2021,5,49
FI,PL,2021,5,18
FR,PL,2021,5,24
GB,PL,2021,5,12
GE,PL,2021,5,97
GR,PL,2021,5,65
HR,PL,2021,5,34
HU,PL,2021,5,7
IE,PL,2021,5,4
IT,PL,2021,5,42
KZ,PL,2021,5,0
LT,PL,2021,5,56
LU,PL,2021,5,45
LV,PL,2021,5,53
MD,PL,2021,5,3
ME,PL,2021,5,19
MK,PL,2021,5,57
NL,PL,2021,5,43
NO,PL,2021,5,12
PT,PL,2021,5,26
RO,PL,2021,5,26
RS,PL,2021,5,10
RU,PL,2021,5,92
SE,PL,2021,5,14
SI,PL,2021,5,63
SK,PL,2021,5,53
TR,PL,2021,5,45
UA,PL,2021,5,45
AL,PL,2021,6,78
AM,PL,2021,6,0
AT,PL,2021,6,38
AZ,PL,2021,6,0
BA,PL,2021,6,56
BE,PL,2021,6,29
BG,PL,2021,6,90
BY,PL,2021,6,92
CH,PL,2021,6,8
CY,PL,2021,6,0
CZ,PL,2021,6,34
DE,PL,2021,6,34
DK,PL,2021,6,9
EE,PL,2021,6,50
ES,PL,2021,6,37
FI,PL,2021,6,35
FR,PL,2021,6,30
GB,PL,2021,6,16
GE,PL,2021,6,70
GR,PL,2021,6,86
HR,PL,2021,6,27
HU,PL,2021,6,13
IE,PL,2021,6,5
IT,PL,2021,6,49
KZ,PL,2021,6,83
LT,PL,2021,6,81
LU,PL,2021,6,50
LV,PL,2021,6,79
MD,PL,2021,6,10
ME,PL,2021,6,17
MK,PL,2021,6,58
NL,PL,2021,6,34
NO,PL,2021,6,13
PT,PL,2021,6,27
RO,PL,2021,6,48
RS,PL,2021,6,20
RU,PL,2021,6,82
SE,PL,2021,6,13
SI,PL,2021,6,69
SK,PL,2021,6,51
TR,PL,2021,6,35
UA,PL,2021,6,70
AL,PL,2021,7,68
AM,PL,2021,7,0
AT,PL,2021,7,43
AZ,PL,2021,7,0
BA,PL,2021,7,50
BE,PL,2021,7,31
BG,PL,2021,7,92
BY,PL,2021,7,84
CH,PL,2021,7,5
CY,PL,2021,7,22
CZ,PL,2021,7,52
DE,PL,2021,7,33
DK,PL,2021,7,9
EE,PL,2021,7,27
ES,PL,2021,7,39
FI,PL,2021,7,10
FR,PL,2021,7,30
GB,PL,2021,7,13
GE,PL,2021,7,79
GR,PL,2021,7,71
HR,PL,2021,7,44
HU,PL,2021,7,21
IE,PL,2021,7,6
IT,PL,2021,7,49
KZ,PL,2021,7,36
LT,PL,2021,7,67
LU,PL,2021,7,47
LV,PL,2021,7,68
MD,PL,2021,7,68
ME,PL,2021,7,4
MK,PL,2021,7,74
NL,PL,2021,7,36
NO,PL,2021,7,18
PT,PL,2021,7,24
RO,PL,2021,7,61
RS,PL,2021,7,41
RU,PL,2021,7,77
SE,PL,2021,7,27
SI,PL,2021,7,67
SK,PL,2021,7,62
TR,PL,2021,7,42
UA,PL,2021,7,50
